StoreID,SKU,RSP,Stock_On_Hand
413,12502,113,0
413,44924,42,0
413,33221,160,0
413,52677,69,0
413,55321,127,0
413,13096,666,0
413,12896,1333,8
413,12079,1194,0
413,68942,865,0
413,13009,1449,0
413,13010,1555,0
413,40185,103,2
413,13131,269,0
413,12926,1663,0
413,12923,35,488
413,12925,33,20
413,12924,22,90
413,12494,79,61
413,11208,32,1
413,11209,53,0
413,40941,24,0
413,40942,46,136
413,12123,53,0
413,34729,75,0
413,12584,14,63
413,12810,16,29
413,35673,3850,1
413,61005,24,1
413,68513,132,0
413,60581,257,5
413,60582,393,0
413,61399,138,0
413,61400,190,2
413,69432,26,0
413,54172,73,2
413,54176,73,5
413,58684,190,0
413,73199,17,0
413,73200,14,0
413,73201,13,0
413,60305,25,315
413,60306,36,4
413,69575,445,9
413,69595,456,0
413,69596,332,3
413,71719,49,18
413,84307,47,0
413,85442,65,2
413,85443,65,0
413,68469,198,0
413,68470,198,0
413,68471,313,0
413,68472,313,0
413,68117,189,12
413,59289,337,0
413,59888,37,0
413,12495,22,0
413,11923,34,0
413,12546,54,0
413,40187,17,0
413,11517,51,0
413,13018,94,0
413,31574,1605,0
413,32347,2094,0
413,31575,1263,0
413,51606,144,80
413,11722,309,309
413,11485,165,0
413,12616,63,0
413,10898,348,60
413,33128,155,11
413,33127,155,0
413,34105,50,579
413,33530,444,0
413,33354,11,0
413,68551,267,130
413,64778,8,0
413,59290,9,5
413,59536,8,10
413,34104,19,116
413,11174,122,0
413,34226,360,8
413,33307,8,0
413,12498,35,0
413,59181,269,22
413,68948,11,0
413,67553,53,0
413,51608,269,1
413,11714,364,3
413,11527,199,0
413,11719,404,10
413,33664,342,0
413,33663,334,0
413,33661,320,0
413,51609,148,4
413,34387,288,0
413,11723,432,1
413,11686,271,14
413,11189,92,4
413,10755,164,0
413,11718,232,9
413,10756,193,12
413,11715,382,9
413,11357,213,0
413,66436,28,7
413,63374,93,0
413,60307,56,6
413,33071,10,42
413,21040,4,120
413,21897,43,0
413,21959,16,47
413,22279,23,0
413,10897,91,13
413,65158,23,2
413,32554,87,0
413,32582,74,86
413,34307,689,0
413,32965,90,0
413,57313,20,100
413,58791,26,80
413,34122,34,3
413,34227,436,4
413,58020,42,0
413,12667,28,0
413,13015,435,0
413,22153,60,26
413,34251,278,0
413,12377,30,76
413,20090,28,90
413,33667,19,0
413,11060,61,236
413,10806,84,85
413,20591,26,0
413,20857,55,0
413,22275,13,30
413,30506,37,0
413,33149,26,0
413,35101,20,0
413,10477,81,0
413,10476,331,2
413,12068,485,0
413,22152,39,100
413,32552,62,70
413,21120,110,0
413,32371,211,0
413,32974,475,0
413,45632,11,349
413,13168,23,77
413,59959,50,184
413,59960,37,30
413,34756,134,0
413,21438,68,0
413,65604,73,8
413,66352,102,0
413,40383,26,0
413,21861,253,27
413,22274,95,70
413,30451,51,0
413,30721,26,0
413,40249,59,0
413,40429,40,4
413,12658,27,0
413,51124,248,0
413,51128,28,10
413,33403,95,32
413,56718,45,32
413,58005,26,0
413,58371,23,4
413,59084,52,37
413,35041,65,0
413,32816,43,0
413,21819,39,23
413,35475,111,0
413,34773,217,161
413,40844,71,1
413,22246,39,36
413,31439,48,0
413,33540,53,0
413,22245,25,11
413,12275,16,14
413,21820,53,0
413,22226,70,0
413,30777,88,0
413,30720,23,0
413,69197,15,0
413,33755,119,0
413,12672,23,0
413,12673,32,0
413,32683,97,0
413,33500,58,0
413,59462,59,0
413,31118,39,0
413,12897,21,5
413,12996,36,0
413,12997,22,0
413,32252,34,0
413,33911,211,0
413,33912,211,0
413,34722,13,98
413,69161,34,0
413,13064,34,0
413,13065,83,0
413,40430,27,106
413,34052,28,0
413,12448,74,40
413,12449,33,0
413,11522,75,0
413,56775,18,0
413,20931,32,0
413,35626,42,0
413,32979,37,0
413,33756,133,0
413,33914,211,0
413,33915,211,0
413,11521,243,210
413,31658,76,10
413,34670,89,0
413,12656,28,0
413,12802,250,0
413,11759,690,0
413,11758,105,0
413,31411,371,0
413,31413,128,0
413,31414,1385,0
413,32170,107,0
413,22217,125,0
413,31407,822,12
413,33636,90,95
413,57905,498,0
413,33135,14000,35
413,34301,284,0
413,58341,10,0
413,61163,18,0
413,68108,355,223
413,69008,1208,3
413,31005,31,0
413,12009,19,0
413,12053,18,0
413,33751,86,0
413,34579,28,0
413,57083,23,0
413,57191,18,0
413,10385,87,0
413,10838,81,63
413,12452,352,0
413,12478,48,0
413,12943,154,0
413,12948,1207,0
413,21932,14,0
413,30574,345,0
413,32345,955,0
413,35072,88,0
413,65605,265,70
413,11929,12,2
413,12089,20,0
413,13012,216,0
413,30954,4,0
413,52317,7,2
413,57780,265,0
413,12971,350,160
413,12976,612,0
413,59003,115,109
413,21852,377,104
413,21856,65,58
413,32433,1498,0
413,35697,665,0
413,40034,631,0
413,55422,185,1
413,33916,73,0
413,40036,571,0
413,11325,95,0
413,32434,120,0
413,33538,9,1
413,34058,1150,0
413,44973,290,0
413,58328,45,20
413,58340,30,0
413,68329,29,0
413,10846,429,0
413,34893,593,0
413,35696,885,7
413,55431,185,0
413,63321,112,0
413,65277,316,4
413,50957,15,0
413,61198,3,0
413,34887,240,0
413,40952,502,0
413,32289,24,2
413,55426,220,0
413,56781,25,0
413,68615,238,0
413,68616,257,0
413,34602,103,0
413,67729,43,12
413,12421,55,0
413,12904,148,0
413,10404,7,62
413,34661,23,0
413,66238,351,0
413,12980,1514,0
413,10032,213,0
413,20930,126,1
413,34585,779,9
413,33887,578,199
413,33888,578,0
413,12910,1153,0
413,31560,1383,0
413,34063,477,0
413,30570,1452,0
413,57399,874,1
413,30718,26,22
413,11749,660,0
413,11750,660,0
413,58697,517,6
413,31852,48,0
413,34668,45,0
413,34669,89,0
413,58207,24,0
413,12419,424,7
413,13008,1554,0
413,32649,1730,0
413,13166,32,0
413,69938,288,0
413,22672,679,0
413,31024,140,5
413,32349,698,0
413,11769,27,1
413,35221,1565,0
413,40302,311,0
413,31653,222,2
413,57904,986,0
413,21274,1190,43
413,33427,2014,0
413,32328,1570,0
413,34956,761,0
413,22218,68,0
413,31412,259,0
413,20702,29,152
413,34797,257,30
413,21440,136,51
413,22735,328,0
413,59891,231,0
413,60121,740,0
413,60122,65,3
413,60120,469,11
413,33473,326,0
413,41625,149,0
413,20259,11,361
413,33202,176,20
413,40003,517,85
413,21577,239,8
413,60583,651,2
413,33286,439,109
413,41536,70,14
413,10919,600,0
413,11914,3995,94
413,32091,4200,0
413,10469,276,0
413,10471,746,0
413,10498,108,0
413,70974,79,1
413,33450,230,0
413,35405,8320,170
413,12107,135,0
413,30048,601,0
413,22167,45,0
413,32390,19600,0
413,32744,654,0
413,40585,18,0
413,41593,342,0
413,34248,12166,2
413,34538,12105,288
413,41687,973,219
413,12830,22,34
413,34788,41,4
413,22909,36,0
413,33459,788,0
413,57540,978,58
413,57541,569,0
413,57542,1957,0
413,31119,276,0
413,59513,19,0
413,32122,4180,0
413,55427,185,0
413,13063,72,169
413,12311,1431,6
413,61201,1,0
413,12927,1875,0
413,32497,818,0
413,34890,1323,0
413,34891,1433,0
413,33227,2206,1
413,55616,389,225
413,40596,1549,4
413,40598,4542,0
413,34994,73,30
413,68214,350,0
413,21033,7,0
413,55042,11,0
413,34476,13,100
413,21660,297,0
413,56989,36,0
413,21390,51,0
413,64473,48,0
413,21657,157,12
413,21784,93,0
413,21782,173,4
413,21783,157,0
413,21802,84,4
413,20828,210,0
413,21061,5,0
413,21629,37,50
413,11872,1210,0
413,21371,1416,5
413,57600,38,0
413,12640,57,38
413,64472,45,1
413,34547,706,0
413,31889,172,0
413,32296,33,0
413,35510,80,0
413,68343,332,0
413,66006,141,0
413,34000,35,0
413,12398,275,492
413,65464,139,1
413,68332,366,72
413,20694,9,59
413,33815,1964,389
413,20661,125,0
413,12315,856,0
413,12314,517,0
413,11378,259,2
413,10494,1115,0
413,32676,137,0
413,21424,73,0
413,34001,58,0
413,22563,180,14
413,57201,58,0
413,35174,104,0
413,21780,108,0
413,22210,90,56
413,44052,1655,5
413,32677,817,0
413,35212,1009,10
413,21984,286,0
413,10221,89,0
413,10798,730,0
413,11156,262,1
413,11298,1295,0
413,11592,514,0
413,11747,660,0
413,30569,1452,0
413,21631,783,0
413,11748,605,0
413,32293,1533,0
413,12385,674,293
413,68215,446,0
413,68216,781,0
413,11917,31,3
413,13272,381,0
413,57051,874,0
413,21851,52,2
413,30559,396,0
413,21662,426,8
413,10948,1250,0
413,20456,50,0
413,21921,159,0
413,21827,319,0
413,22139,20,11
413,21787,313,9
413,21785,778,0
413,21786,1125,10
413,20935,296,5
413,20934,706,84
413,33536,534,0
413,33798,69,3
413,66081,67,0
413,21953,76,91
413,12130,691,0
413,22255,90,0
413,21614,379,0
413,30449,183,0
413,12639,112,0
413,34974,560,62
413,11258,18,0
413,35059,2315,0
413,30707,46,0
413,21597,412,0
413,21613,1033,2
413,31053,1155,0
413,21821,1120,89
413,21648,1111,0
413,11957,44,0
413,60328,146,300
413,12113,16,0
413,21551,999,4
413,21621,670,0
413,33400,49,0
413,33534,379,9
413,33535,456,0
413,41583,44,0
413,51397,16,0
413,59299,65,21
413,21020,103,543
413,21612,630,0
413,13284,23,0
413,13207,75,0
413,11398,1441,8
413,13268,1050,58
413,21649,613,0
413,30704,354,110
413,31052,654,0
413,33019,8996,0
413,21823,4256,0
413,21032,846,0
413,66080,356,65
413,21045,14,468
413,33229,7644,0
413,52590,386,0
413,56658,1650,150
413,58440,850,0
413,59268,765,0
413,65548,431,15
413,31772,574,0
413,33471,122,0
413,30233,2643,0
413,30217,429,0
413,30232,48,0
413,12861,110,18
413,33057,4320,0
413,52758,2030,1
413,57304,65,0
413,31279,613,16
413,32152,1120,0
413,34633,3850,6
413,12056,4244,0
413,34575,2756,10
413,35499,1909,0
413,33344,901,34
413,12848,3780,0
413,32742,850,0
413,32774,1865,0
413,32827,2508,4
413,33054,6460,0
413,33448,3780,69
413,33472,2260,86
413,33516,3750,2
413,33852,2489,30
413,34607,2780,0
413,40595,709,0
413,40594,394,0
413,69035,1199,0
413,41388,6337,8
413,33855,1557,0
413,31996,9,0
413,31995,7,0
413,31997,18,135
413,33417,57,76
413,11912,26,0
413,12597,6,100
413,12599,18,0
413,12936,12,7
413,22942,12,0
413,31581,10,0
413,32034,59,0
413,30589,7,0
413,33659,28,12
413,61024,9,102
413,60727,5,30
413,56239,42,82
413,21104,17,255
413,22084,41,64
413,32439,48,0
413,32946,86,0
413,33416,47,0
413,33053,73,0
413,58303,63,0
