StoreID,SKU,RSP,Stock_On_Hand
752,33221,160,35
752,52677,69,0
752,55321,127,0
752,12896,1333,13
752,12079,1194,4
752,68942,865,50
752,40185,103,0
752,12926,1663,0
752,12925,33,0
752,12924,22,204
752,12494,79,18
752,11208,32,0
752,11209,53,49
752,40941,24,0
752,40942,46,65
752,12123,53,0
752,61005,24,0
752,68513,132,54
752,61399,138,12
752,61400,190,2
752,69432,26,1
752,54172,73,10
752,54176,73,6
752,58684,190,4
752,60305,25,31
752,60306,36,9
752,69595,456,2
752,69596,332,4
752,71719,49,36
752,84307,47,0
752,85442,65,1
752,85443,65,0
752,68469,198,2
752,68470,198,0
752,68471,313,0
752,68472,313,0
752,59289,337,0
752,12495,22,96
752,11923,34,1
752,12546,54,7
752,40187,17,5
752,11517,51,3
752,13018,94,6
752,31574,1605,0
752,51606,144,0
752,11722,309,249
752,11485,165,141
752,12616,63,3
752,10898,348,29
752,33128,155,14
752,33127,155,0
752,34105,50,157
752,33530,444,4
752,33354,11,29
752,68551,267,71
752,64778,8,0
752,59290,9,1
752,59536,8,0
752,34104,19,212
752,11174,122,0
752,34226,360,5
752,33307,8,0
752,12498,35,85
752,59181,269,29
752,68948,11,5
752,67553,53,0
752,51608,269,7
752,11714,364,2
752,11527,199,144
752,11719,404,13
752,33664,342,0
752,33663,334,267
752,51609,148,2
752,34387,288,0
752,11723,432,1
752,11686,271,260
752,11189,92,5
752,10755,164,20
752,11718,232,6
752,10756,193,27
752,11715,382,13
752,11357,213,0
752,66436,28,3
752,60307,56,8
752,33071,10,96
752,21040,4,356
752,21897,43,140
752,21959,16,164
752,22279,23,60
752,10897,91,31
752,65158,23,53
752,32554,87,1
752,32582,74,36
752,34307,689,2
752,32965,90,56
752,58791,26,200
752,34122,34,5
752,58020,42,0
752,12667,28,15
752,22153,60,37
752,12377,30,35
752,11060,61,57
752,10806,84,216
752,20591,26,161
752,20857,55,30
752,30506,37,26
752,35101,20,2
752,10477,81,6
752,12068,485,8
752,22152,39,0
752,32552,62,0
752,45632,11,434
752,59959,50,356
752,59960,33,22
752,21438,68,0
752,65604,73,3
752,66352,102,2
752,40383,26,2
752,21861,253,176
752,22274,95,37
752,30451,51,15
752,30721,26,0
752,40249,59,20
752,40429,40,90
752,12658,27,100
752,51124,248,0
752,33403,95,26
752,56718,45,0
752,58005,26,0
752,58371,23,13
752,59084,52,13
752,35041,65,0
752,32816,43,13
752,21819,39,23
752,35475,111,0
752,34773,217,19
752,40844,71,0
752,22246,39,80
752,31439,48,0
752,22245,25,9
752,12275,16,13
752,21820,53,31
752,22226,70,47
752,30777,88,1
752,30720,23,0
752,69197,15,2
752,32683,97,0
752,59462,59,0
752,31118,39,12
752,12897,21,8
752,13064,34,60
752,13065,83,0
752,40430,27,143
752,12448,74,0
752,12449,33,0
752,32979,37,0
752,12656,28,0
752,11759,690,0
752,31413,128,8
752,32170,107,0
752,22217,125,39
752,31407,822,500
752,31005,31,407
752,57083,23,6
752,10385,87,10
752,12943,154,10
752,21932,14,10
752,30574,345,0
752,35072,88,1
752,65605,265,96
752,11929,12,7
752,12089,20,4
752,13012,216,0
752,30954,4,80
752,57780,265,0
752,12971,350,99
752,12976,612,0
752,21852,377,107
752,21856,65,30
752,32433,1498,0
752,40034,631,0
752,55422,185,0
752,33916,73,0
752,40036,571,0
752,11325,95,1
752,33538,9,4
752,34058,1150,0
752,58328,45,43
752,58340,30,0
752,68329,29,2
752,34893,593,0
752,55431,185,0
752,63321,112,0
752,65277,316,1
752,32289,24,2
752,55426,220,2
752,56781,25,0
752,67729,43,0
752,12904,148,0
752,34661,23,0
752,66238,351,30
752,10032,213,0
752,12910,1153,2
752,31560,1383,18
752,30570,1452,5
752,30718,26,104
752,31852,48,0
752,32649,1730,0
752,22672,679,0
752,40302,311,5
752,31653,222,21
752,57904,986,43
752,33427,2014,0
752,22218,68,0
752,20702,29,189
752,21440,136,6
752,22735,328,0
752,40003,517,70
752,60583,651,4
752,59901,30285,0
752,10498,108,0
752,70974,79,0
752,33450,230,33
752,35405,8320,34
752,22167,45,0
752,40585,18,2
752,12830,22,70
752,34788,41,15
752,22909,36,0
752,59513,19,0
752,55427,185,0
752,32497,818,12
752,40596,1549,2
752,40598,4542,3
752,34994,73,55
752,21033,7,0
752,55042,11,164
752,34476,13,102
752,21660,297,11
752,21390,51,15
752,64473,48,0
752,21657,157,15
752,21784,93,5
752,21782,173,4
752,21783,157,6
752,21802,84,6
752,20828,210,0
752,21061,5,0
752,21629,37,0
752,11872,1210,0
752,21371,1416,0
752,57600,38,0
752,12640,57,60
752,64472,45,8
752,34547,706,0
752,31889,172,0
752,35510,80,0
752,68343,332,16
752,68332,366,90
752,20694,9,217
752,20661,125,0
752,12315,856,0
752,12314,517,7
752,32676,137,6
752,21780,108,2
752,22210,90,41
752,32677,817,22
752,35212,1009,2
752,21631,783,570
752,32293,1533,0
752,13272,381,0
752,22737,1046,4
752,21851,52,8
752,30559,396,94
752,21662,426,3
752,20456,50,50
752,21921,159,6
752,21827,319,68
752,22139,20,7
752,21787,313,8
752,21785,778,23
752,21786,1125,7
752,20935,296,10
752,20934,706,3
752,33536,534,6
752,33798,69,4
752,66081,67,110
752,21953,76,13
752,22255,90,0
752,21614,379,0
752,30449,183,0
752,12639,112,0
752,21597,412,0
752,21613,1033,0
752,31053,1155,0
752,21648,1111,36
752,11957,44,0
752,21551,999,2
752,21621,670,122
752,33400,49,4
752,33534,379,23
752,33535,456,3
752,51397,16,0
752,59291,436,140
752,21020,103,1454
752,21612,630,0
752,11398,1441,1
752,13268,1050,0
752,21045,14,359
752,31772,574,30
752,33471,122,0
752,33472,2260,38
752,40595,709,7
752,40594,394,0
752,41388,6337,23
752,31996,9,362
752,31995,7,0
752,31997,18,186
752,33417,57,48
752,11912,26,2
752,12597,6,0
752,12599,18,34
752,12936,12,108
752,32034,59,100
752,30589,7,0
752,33659,28,7
752,61024,9,139
752,60727,5,0
752,56239,42,97
752,21104,17,741
752,22084,41,46
752,32439,48,100
752,32946,86,50
752,33416,47,40
752,33053,73,44
