StoreID,SKU,RSP,Stock_On_Hand
236,12502,22.75,97
236,44924,42,0
236,33221,160.75,72
236,52677,69.75,8
236,55321,127.5,0
236,13096,666.75,1
236,12896,1333.75,10
236,12079,1194,20
236,68942,865,14
236,13009,1449.65,0
236,13010,1555.5,0
236,40185,103.75,0
236,13131,269.5,0
236,12926,1663.25,0
236,12923,35,0
236,12925,33.25,0
236,12924,22,0
236,12494,79,166
236,11208,32.25,25
236,11209,53.25,0
236,40941,24.75,10
236,40942,46.75,33
236,12123,53.25,0
236,34729,75,0
236,12584,14.75,0
236,12810,16.75,0
236,61005,148.5,1
236,68513,132.75,10
236,60581,257.25,1
236,60582,393.25,0
236,61399,138,6
236,61400,190,7
236,69432,1605,0
236,54172,99,42
236,54176,99,25
236,58684,190.75,17
236,73199,175,5
236,73200,145,0
236,73201,135,2
236,60305,25.25,7
236,60306,36.25,74
236,69595,456.5,0
236,69596,332.5,3
236,71719,49.5,0
236,84307,47.75,18
236,85442,65.5,1
236,85443,65.5,1
236,68469,198.5,10
236,68470,198.5,0
236,68471,313,1
236,68472,313,1
236,59289,337.25,0
236,59888,37.5,14
236,12495,22,1
236,11923,34.25,21
236,12546,54,82
236,40187,17.25,0
236,11517,51.25,40
236,13018,94.75,76
236,31574,1605.5,0
236,32347,2094,0
236,31575,1263,0
236,51606,144.75,6
236,11722,309.75,3
236,11485,165.75,4
236,12616,63,2
236,10898,348.75,10
236,33128,155,4
236,33127,155,22
236,34105,1500,2
236,33530,444,44
236,33354,220,0
236,68551,267.5,3
236,64778,160,16
236,59290,277.5,2
236,59536,165,0
236,34104,570,4
236,11174,122,6
236,34226,360,8
236,33307,175,3
236,12498,35.25,128
236,59181,269,1
236,68948,230,1
236,67553,53.5,9
236,51608,269.25,1
236,11714,364.75,20
236,11527,199,12
236,11719,404,23
236,33664,342.25,0
236,33663,334,0
236,33661,320.5,0
236,51609,148.75,3
236,34387,288,21
236,11723,432.75,7
236,11686,271,15
236,11189,92.75,8
236,10755,164,25
236,11718,232.75,19
236,10756,193,18
236,11715,382,8
236,11357,213,9
236,66436,28,119
236,63374,93.5,0
236,60307,56.5,13
236,33071,200,5
236,21040,4.75,5441
236,21897,43.5,37
236,21959,16,133
236,22279,23.5,681
236,10897,91.5,1
236,65158,23.25,0
236,32554,87.75,384
236,32582,74,0
236,34307,689.5,1
236,32965,90.5,0
236,57313,20,0
236,58791,26.25,138
236,34122,34.75,61
236,34227,436.25,0
236,58020,42.75,0
236,12667,28.5,97
236,13015,435,2
236,22153,60,43
236,34251,278.25,0
236,12377,30.75,0
236,20090,28.75,0
236,33667,19.5,52
236,11060,61.75,0
236,10806,84,0
236,20591,26.5,3
236,20857,55.5,0
236,22275,13,0
236,30506,37.75,39
236,33149,26.75,0
236,35101,20.25,47
236,10477,81,0
236,10476,331.75,0
236,12068,485.5,5
236,22152,39.25,33
236,32552,62.75,81
236,21120,110.25,0
236,32371,211.75,0
236,32974,475,0
236,45632,11.25,0
236,13168,23.25,0
236,59959,50,30
236,59960,33,9
236,60379,23,0
236,34756,134.75,0
236,21438,68.5,291
236,65604,73.25,66
236,66352,102.75,128
236,40383,26.75,98
236,21861,253,0
236,22274,95,326
236,30451,51,55
236,30721,26.75,49
236,40249,59,0
236,40429,40.25,250
236,12658,27,132
236,51124,248,11
236,51128,28,0
236,33403,95,82
236,56718,45,99
236,58005,26.5,45
236,58371,23,68
236,59084,52.5,60
236,35041,65,136
236,32816,43.5,25
236,21819,39.25,0
236,35475,111,0
236,34773,217,0
236,40844,71.25,233
236,22246,39.75,90
236,31439,48.25,15
236,33540,53,0
236,22245,25,87
236,12275,16,20
236,21820,53,43
236,22226,70,49
236,30777,88.75,0
236,30720,23,15
236,69197,15.5,0
236,33755,119.25,0
236,12672,23,0
236,12673,32,0
236,32683,97.65,0
236,33500,58.5,0
236,59462,59.4,428
236,31118,39,0
236,12897,21.5,0
236,12996,36,0
236,12997,22.5,0
236,32252,34,0
236,33911,211.5,0
236,33912,211.5,0
236,34722,13.25,0
236,69161,34.5,0
236,13064,34.75,0
236,13065,83.75,0
236,40430,27.5,86
236,34052,28,0
236,12448,74.5,0
236,12449,33.5,0
236,11522,75.5,0
236,56775,18,0
236,20931,32.25,0
236,35626,42.75,0
236,32979,37.75,0
236,33756,133.75,0
236,33914,211.5,0
236,33915,211.5,0
236,11521,243.5,0
236,31658,76.5,0
236,34670,89,0
236,12656,28,0
236,12802,250,0
236,35683,110.25,0
236,11759,690,0
236,11758,105,0
236,31411,371.75,0
236,31413,128.75,0
236,31414,1385.75,0
236,32170,107,0
236,22217,125,0
236,31407,822,0
236,33636,90,0
236,57905,498.5,5
236,33135,14000.7,0
236,34301,284.75,0
236,58341,10.95,0
236,61163,18.25,0
236,68108,355.5,0
236,69008,1208,0
236,31005,31.7,0
236,12009,19,0
236,12053,18,0
236,33751,86,0
236,34579,28.75,0
236,57083,23.25,0
236,57191,18.75,0
236,10385,87.75,0
236,10838,81.2,0
236,12452,352,0
236,12478,48.25,0
236,12943,154.5,0
236,12948,1207.5,0
236,21932,14,25
236,30574,345.5,0
236,32345,955,0
236,35072,88,56
236,65605,265.85,0
236,11929,12,0
236,12089,20,0
236,13012,216,0
236,30954,4.75,0
236,52317,7.6,100
236,57780,265.2,24
236,12971,350,2
236,12976,612.25,0
236,59003,115,0
236,21852,377,4
236,21856,65,90
236,32433,1498,3
236,35697,665,0
236,40034,631,8
236,55422,185,0
236,33916,73.75,46
236,40036,571,0
236,11325,95.25,0
236,32434,120.1,0
236,33538,9.6,172
236,34058,1150,11
236,44973,290,0
236,58328,45,0
236,58340,30,0
236,68329,29,157
236,10846,429,0
236,34893,593.25,5
236,35696,885,0
236,55431,185,0
236,63321,112,0
236,65277,316,0
236,50957,15.75,0
236,61198,3.05,0
236,34887,240,0
236,40952,502,0
236,32289,24.5,0
236,55426,220,0
236,56781,25,0
236,68615,238,0
236,68616,257,0
236,34602,103.5,0
236,67729,43,1
236,12904,148,0
236,10404,7,0
236,34661,23.25,0
236,66238,351,0
236,12980,1514,0
236,10032,213,0
236,20930,126.5,0
236,34585,779,0
236,33887,578,0
236,33888,578,0
236,12910,1153,0
236,31560,1383,0
236,34063,477,0
236,30570,1452,0
236,57399,874,0
236,30718,26,0
236,11749,660,0
236,11750,660,0
236,58697,517,0
236,31852,48,0
236,34668,45.5,0
236,34669,89,0
236,58207,24,0
236,12419,424,0
236,13008,1554,0
236,32649,1730,0
236,13166,32,0
236,69938,288,0
236,31024,140,0
236,32349,698.25,0
236,11769,27,97
236,40302,311.3,6
236,31653,222,38
236,57904,986.75,1
236,21274,1190,0
236,33427,2014,0
236,32328,1570.55,2
236,34956,761,0
236,22218,68,0
236,31412,259.5,0
236,20702,29.5,126
236,34797,257,0
236,21440,136.5,0
236,22735,328,0
236,59890,245,0
236,59891,231,0
236,60120,469,1
236,33473,326.75,0
236,41625,149.5,0
236,20259,11.75,0
236,33202,176.8,0
236,40003,517.5,0
236,21577,239.5,0
236,60583,651,0
