StoreID,SKU,RSP,Stock_On_Hand
235,12502,4,0
235,44924,42,0
235,33221,160,103
235,52677,69,0
235,55321,0,0
235,12896,1333,10
235,12079,1194,6
235,68942,865,8
235,13009,1449,0
235,13010,1555,0
235,40185,103,16
235,13131,269,0
235,12926,1663,0
235,12923,35,0
235,12925,33,0
235,12924,22,0
235,12494,79,0
235,11208,32,120
235,11209,53,0
235,40941,24,0
235,40942,46,10
235,12123,53,0
235,34729,75,0
235,12584,14,0
235,12810,0,0
235,61005,24,0
235,68513,132,1
235,60581,257,0
235,60582,393,0
235,61399,138,1
235,61400,190,5
235,69432,26,180
235,54172,73,0
235,54176,73,0
235,58684,190,6
235,73199,17,18
235,73200,14,3
235,73201,13,1
235,60305,25,34
235,60306,0,0
235,69595,456,0
235,69596,332,0
235,71719,49,8
235,84307,47,15
235,85442,65,0
235,85443,65,0
235,68469,198,1
235,68470,198,2
235,68471,313,1
235,68472,0,0
235,59289,337,2
235,59888,37,70
235,12495,22,0
235,11923,34,81
235,12546,54,339
235,40187,17,0
235,11517,51,166
235,13018,94,59
235,31574,1605,0
235,32347,2094,0
235,31575,1263,0
235,51606,144,4
235,11722,309,5
235,11485,165,4
235,12616,63,0
235,10898,348,13
235,33128,155,14
235,33127,155,12
235,34105,50,79
235,33530,444,13
235,33354,11,10
235,68551,267,14
235,64778,8,759
235,59290,9,37
235,59536,8,0
235,34104,19,77
235,11174,122,5
235,34226,360,6
235,33307,8,0
235,12498,35,165
235,59181,269,0
235,68948,11,375
235,67553,53,4
235,51608,269,3
235,11714,364,12
235,11527,199,19
235,11719,404,9
235,33664,342,0
235,33663,334,0
235,33661,320,0
235,51609,148,4
235,34387,288,15
235,11723,432,14
235,11686,271,9
235,11189,92,16
235,10755,164,23
235,11718,232,12
235,10756,193,7
235,11715,382,7
235,11357,213,12
235,66436,28,44
235,63374,93,0
235,60307,56,28
235,33071,10,256
235,21040,4,3088
235,21897,43,71
235,21959,16,161
235,22279,23,677
235,10897,91,57
235,65158,23,0
235,32554,87,163
235,32582,74,0
235,34307,689,8
235,32965,90,0
235,57313,20,0
235,58791,26,85
235,34122,34,5
235,34227,436,0
235,58020,42,0
235,12667,28,76
235,13015,435,0
235,22153,60,49
235,34251,278,0
235,12377,30,0
235,20090,28,0
235,33667,19,0
235,11060,61,0
235,10806,84,0
235,20591,26,0
235,20857,55,37
235,22275,13,0
235,30506,37,0
235,33149,26,0
235,35101,20,0
235,10477,81,0
235,10476,331,0
235,12068,485,4
235,22152,39,0
235,32552,62,41
235,21120,110,0
235,32371,211,0
235,32974,475,0
235,45632,11,158
235,13168,23,132
235,59959,50,33
235,59960,0,0
235,34756,134,0
235,21438,68,273
235,65604,73,127
235,66352,102,24
235,40383,26,255
235,21861,253,0
235,22274,95,360
235,30451,51,0
235,30721,26,10
235,40249,59,0
235,40429,40,64
235,12658,27,0
235,51124,248,0
235,51128,28,0
235,33403,95,371
235,56718,45,0
235,58005,26,80
235,58371,23,59
235,59084,52,57
235,35041,65,52
235,32816,43,0
235,21819,39,9
235,35475,111,0
235,34773,217,108
235,40844,71,21
235,22246,39,37
235,31439,48,180
235,33540,53,0
235,22245,25,380
235,12275,16,121
235,21820,53,77
235,22226,70,17
235,30777,88,0
235,30720,23,0
235,69197,15,494
235,33755,119,0
235,12672,23,0
235,12673,32,0
235,32683,97,0
235,33500,58,0
235,59462,59,81
235,31118,39,0
235,12897,21,0
235,12996,36,0
235,12997,22,0
235,32252,34,0
235,33911,211,0
235,33912,211,0
235,34722,0,0
235,69161,34,0
235,13064,34,0
235,13065,83,0
235,40430,27,0
235,34052,28,0
235,12448,74,0
235,12449,33,0
235,11522,75,131
235,56775,18,0
235,20931,32,0
235,35626,42,0
235,32979,37,0
235,33756,133,0
235,33914,211,0
235,33915,211,0
235,11521,243,0
235,31658,76,0
235,34670,89,0
235,12656,0,0
235,12802,0,0
235,11759,690,0
235,11758,105,0
235,31411,371,85
235,31413,128,0
235,31414,1385,0
235,32170,107,0
235,22217,125,0
235,31407,822,0
235,33636,90,0
235,57905,0,0
235,33135,14000,0
235,34301,284,0
235,58341,10,0
235,61163,18,0
235,68108,355,0
235,69008,1208,0
235,31005,31,0
235,12009,19,0
235,12053,18,0
235,33751,86,0
235,34579,28,0
235,57083,23,0
235,57191,18,0
235,10385,87,0
235,10838,81,0
235,12452,352,0
235,12478,48,0
235,12943,154,0
235,12948,1207,0
235,21932,14,0
235,30574,345,0
235,32345,955,0
235,35072,88,61
235,65605,265,0
235,11929,12,0
235,12089,20,1
235,13012,216,0
235,30954,4,0
235,52317,7,294
235,57780,265,0
235,12971,350,3
235,12976,612,0
235,59003,115,0
235,21852,377,18
235,21856,65,48
235,32433,0,0
235,35697,665,0
235,40034,631,14
235,55422,185,0
235,33916,73,47
235,40036,571,0
235,11325,95,0
235,32434,120,0
235,33538,9,0
235,34058,1150,5
235,44973,290,0
235,58328,45,0
235,58340,30,0
235,68329,29,0
235,10846,429,0
235,34893,593,0
235,35696,885,0
235,55431,185,0
235,63321,112,0
235,65277,316,0
235,50957,15,0
235,61198,3,0
235,34887,240,0
235,40952,502,0
235,32289,24,0
235,55426,220,0
235,56781,25,0
235,68615,238,0
235,68616,257,0
235,34602,103,0
235,67729,0,0
235,12904,148,0
235,10404,7,0
235,34661,0,0
235,66238,351,0
235,12980,1514,0
235,10032,213,0
235,20930,126,0
235,34585,779,0
235,33887,578,0
235,33888,578,0
235,12910,1153,0
235,31560,1383,0
235,34063,477,0
235,30570,1452,0
235,57399,874,0
235,30718,26,0
235,11749,660,0
235,11750,660,0
235,58697,517,0
235,31852,48,0
235,34668,45,0
235,34669,89,0
235,58207,24,0
235,12419,424,0
235,13008,0,0
235,32649,1730,1
235,13166,32,0
235,69938,0,0
235,31024,140,0
235,32349,0,0
235,11769,0,0
235,40302,311,4
235,31653,222,0
235,57904,986,0
235,21274,1190,0
235,33427,2014,0
235,32328,1570,3
235,34956,761,0
235,22218,68,0
235,31412,259,0
235,20702,29,2749
235,34797,257,54
235,21440,136,0
235,22735,328,18
235,59890,0,0
235,33473,326,0
235,41625,149,0
235,20259,11,152
235,33202,176,0
235,40003,517,0
235,21577,239,0
235,60583,651,0
235,33286,0,0
235,41536,70,0
235,10919,0,0
235,11914,3995,0
235,32091,4200,0
235,59886,0,0
235,10469,276,0
235,10471,746,0
235,10498,108,17
235,70974,0,0
235,33450,230,0
235,35405,8320,0
235,12107,135,0
235,30048,601,0
235,22167,45,0
235,32390,19600,0
235,32744,654,0
235,40585,18,15
235,41593,342,0
235,34248,0,0
235,34538,12105,0
235,41687,973,0
235,12830,22,0
235,34788,41,30
235,22909,36,100
235,33459,788,0
235,57540,978,0
235,57541,569,0
235,57542,1957,0
235,31119,276,0
235,59513,19,59
235,32122,4180,0
235,55427,185,0
235,13063,72,0
235,12311,1431,0
235,61201,1,0
235,12927,1875,0
235,32497,818,0
235,22549,950,0
235,34890,1323,0
235,34891,1433,0
235,33227,0,0
235,55616,389,0
235,40596,1549,0
235,40598,4542,0
235,34994,73,57
235,68214,0,0
235,21033,7,293
235,55042,11,58
235,34476,13,0
235,21660,297,14
235,56989,36,0
235,21390,51,82
235,64473,48,0
