StoreID,SKU,RSP,Stock_On_Hand
704,12502,4,6
704,44924,42,0
704,33221,160,76
704,52677,69,30
704,55321,127,6
704,13096,666,1
704,12896,1333,0
704,12079,1194,0
704,68942,0,0
704,40185,103,0
704,13131,0,0
704,12925,33,20
704,12924,22,20
704,12494,79,45
704,11208,32,0
704,11209,53,28
704,40941,24,50
704,40942,46,28
704,12123,0,0
704,12584,0,0
704,35673,3850,1
704,61005,24,29
704,68513,132,8
704,60581,257,1
704,60582,393,1
704,61399,138,5
704,61400,190,3
704,69432,26,60
704,54172,73,18
704,54176,73,17
704,58684,190,13
704,73199,17,6
704,73200,14,6
704,73201,13,1
704,60305,25,0
704,60306,0,0
704,69595,456,0
704,69596,332,0
704,71719,49,19
704,84307,47,18
704,85442,65,0
704,85443,65,0
704,68469,198,0
704,68470,198,1
704,68471,313,2
704,68472,0,0
704,59289,337,1
704,59888,37,19
704,12495,22,30
704,11923,34,65
704,12546,54,100
704,40187,17,71
704,11517,51,60
704,13018,94,90
704,31574,0,0
704,51606,144,16
704,11722,309,2
704,11485,165,2
704,12616,63,30
704,10898,348,9
704,33128,155,5
704,33127,155,10
704,34105,50,50
704,33530,444,20
704,33354,11,10
704,68551,267,0
704,64778,8,50
704,59290,9,17
704,59536,8,0
704,34104,19,41
704,11174,122,3
704,34226,360,4
704,33307,8,47
704,12498,35,0
704,59181,269,3
704,68948,11,34
704,67553,53,4
704,51608,269,19
704,11714,364,11
704,11527,199,15
704,11719,404,14
704,33664,342,0
704,33663,334,0
704,33661,320,0
704,51609,148,13
704,34387,288,7
704,11723,432,6
704,11686,271,3
704,11189,92,7
704,10755,164,12
704,11718,232,15
704,10756,193,11
704,11715,382,7
704,11357,213,8
704,66436,28,14
704,63374,93,0
704,60307,56,10
704,33071,10,4
704,21040,4,1238
704,21897,43,13
704,21959,16,261
704,22279,23,160
704,10897,91,56
704,65158,23,100
704,32554,87,46
704,32582,74,0
704,34307,689,3
704,32965,90,0
704,57313,20,200
704,58791,26,232
704,34122,34,59
704,34227,436,5
704,58020,42,100
704,12667,28,47
704,13015,435,1
704,22153,0,0
704,12377,0,0
704,33667,19,0
704,11060,61,8
704,10806,84,30
704,20591,26,28
704,20857,55,10
704,22275,13,0
704,30506,37,0
704,33149,26,0
704,35101,20,0
704,10477,81,0
704,10476,331,0
704,12068,485,3
704,22152,39,49
704,32552,62,15
704,21120,0,0
704,45632,11,0
704,13168,23,60
704,59959,50,92
704,59960,0,0
704,13138,0,0
704,21438,68,46
704,65604,73,48
704,66352,102,24
704,40383,26,40
704,21861,253,1
704,22274,95,30
704,30451,51,0
704,30721,26,155
704,40249,59,38
704,40429,40,0
704,12658,27,47
704,51124,248,4
704,51128,28,85
704,33403,95,126
704,56718,45,100
704,58005,26,131
704,58371,23,190
704,59084,52,30
704,35041,65,57
704,32816,43,10
704,21819,39,0
704,35475,111,29
704,34773,217,2
704,40844,71,173
704,22246,39,23
704,31439,48,0
704,33540,53,0
704,22245,25,308
704,12275,16,0
704,21820,53,24
704,22226,70,68
704,30777,88,0
704,30720,23,10
704,69197,15,100
704,33755,119,0
704,12672,23,0
704,12673,32,0
704,32683,97,0
704,33500,58,0
704,59462,59,60
704,31118,39,0
704,12897,21,100
704,12996,36,30
704,12997,22,100
704,32252,34,0
704,33911,211,0
704,33912,211,0
704,34722,13,0
704,35103,39,30
704,69161,34,50
704,13064,34,0
704,13065,83,0
704,40430,27,0
704,34052,28,0
704,12448,74,60
704,12449,33,100
704,11522,75,30
704,56775,18,0
704,20931,32,90
704,35626,42,180
704,32979,37,0
704,33756,133,0
704,33914,211,0
704,33915,211,0
704,11521,243,30
704,31658,76,0
704,34670,89,28
704,12656,28,1193
704,13198,75,30
704,12802,0,0
704,11759,690,3
704,11758,105,25
704,31411,371,10
704,31413,0,0
704,32170,107,0
704,22217,125,0
704,31407,822,1
704,33636,90,0
704,57905,0,0
704,58341,10,0
704,61163,18,38
704,68108,0,0
704,12053,18,0
704,33751,86,10
704,34579,28,0
704,57083,23,0
704,57191,18,0
704,10385,87,0
704,10838,81,0
704,12452,0,0
704,12943,154,0
704,12948,1207,1
704,21932,14,0
704,30574,345,0
704,32345,955,2
704,35072,88,30
704,65605,265,0
704,11929,12,100
704,12089,20,16
704,13012,0,0
704,52317,7,0
704,57780,265,17
704,12971,350,2
704,12976,0,0
704,21852,377,4
704,21856,65,60
704,32433,1498,0
704,35170,932,1
704,35697,665,0
704,40034,631,9
704,55422,185,6
704,33916,73,45
704,40036,571,4
704,11325,0,0
704,33538,9,26
704,34058,1150,2
704,44973,290,1
704,58328,45,0
704,58340,30,0
704,68329,29,100
704,10846,429,0
704,34893,593,5
704,35696,885,0
704,55431,185,0
704,63321,112,1
704,65277,316,1
704,50957,15,16
704,61198,3,0
704,34887,240,0
704,40952,502,0
704,32289,24,30
704,55426,220,1
704,56781,0,0
704,34602,0,0
704,12421,55,100
704,12904,0,0
704,34661,23,30
704,35207,816,10
704,66238,351,0
704,12980,0,0
704,20930,0,0
704,30570,0,0
704,30718,0,0
704,31852,48,15
704,34668,45,7
704,34669,89,28
704,58207,0,0
704,32649,1730,0
704,13166,32,99
704,69938,288,0
704,22672,0,0
704,13141,57,0
704,11769,0,0
704,40302,311,5
704,31653,222,20
704,57904,0,0
704,22218,68,0
704,31412,259,0
704,20702,29,58
704,34797,257,0
704,21440,136,0
704,22735,328,0
704,59890,245,1
704,59891,231,3
704,60121,740,2
704,60122,65,100
704,60120,0,0
704,20259,0,0
704,40003,0,0
704,60583,0,0
704,13225,161,30
704,41536,70,30
704,10919,0,0
704,59886,0,0
704,10469,276,14
704,10471,746,4
704,10498,108,0
704,70974,0,0
704,35405,0,0
704,22167,0,0
704,40585,0,0
704,12830,22,30
704,34788,41,0
704,22909,0,0
704,59513,0,0
704,55427,185,1
704,13063,72,0
704,12311,1431,0
704,61201,0,0
704,32497,0,0
704,34890,1323,0
704,34891,0,0
704,40598,4542,1
704,34994,0,0
704,21033,7,754
704,55042,11,103
704,34476,13,100
704,21660,0,0
704,21390,51,75
704,64473,48,26
704,21657,157,6
704,21784,93,8
704,21782,173,5
704,21783,157,10
704,21802,84,3
704,20828,210,0
704,21061,5,0
704,21629,37,166
704,11872,1210,1
704,21371,1416,0
704,57600,38,0
704,12640,57,58
704,64472,45,48
704,34547,706,3
704,31889,0,0
704,35510,80,60
704,68343,0,0
704,34000,35,0
704,12398,0,0
704,68332,366,0
704,20694,9,0
704,33815,1964,0
704,20661,125,2
704,12315,856,0
704,12314,0,0
704,32676,137,8
704,21424,0,0
704,21780,108,1
704,22210,90,10
704,44052,1655,1
704,35171,1798,1
704,32677,817,0
704,35212,0,0
704,21631,0,0
704,13272,381,0
704,22737,0,0
704,21851,52,61
704,30559,396,1
704,21662,0,0
704,20456,50,80
704,21921,159,3
704,21827,319,5
704,22139,20,436
704,21787,313,8
704,21785,778,3
704,21786,1125,6
704,20935,296,8
704,20934,706,8
704,33536,534,4
704,33798,69,50
704,66081,67,48
704,21953,76,60
704,12130,691,0
704,22255,90,83
704,21614,379,0
704,30449,183,0
704,12639,112,51
704,34974,0,0
704,30707,46,6
704,21597,412,0
704,21613,1033,0
704,31053,0,0
704,21648,1111,0
704,11957,44,34
704,60328,146,30
704,12113,0,0
704,21551,999,7
704,21621,670,4
704,33400,49,33
704,33534,379,3
704,33535,456,2
704,41583,44,60
704,51397,16,0
704,59291,436,0
704,59299,65,11
704,21020,103,1
704,21612,630,0
704,13284,23,100
704,13207,75,50
704,11398,0,0
704,21045,0,0
704,31772,574,5
704,33471,122,55
704,30233,0,0
704,40595,709,0
704,40594,0,0
704,31996,9,24
704,31995,7,44
704,31997,18,51
704,33417,57,32
704,11912,26,93
704,12597,6,47
704,12599,18,38
704,12936,12,43
704,22942,12,0
704,31581,10,0
704,32034,59,0
704,30589,7,200
704,33659,28,200
704,61024,9,103
704,60727,5,80
704,56239,42,65
704,21104,17,172
704,22084,41,134
704,32439,48,0
704,32946,86,0
704,33416,47,60
704,33053,0,0
704,59184,5,120
704,68454,36,30
704,69159,30,50
704,35571,252,3
704,12706,65,4
704,33598,37,10
704,58787,38,28
704,12705,42,11
704,21450,39,99
704,11797,0,0
704,68129,62,100
704,12443,45,0
704,58391,26,259
704,20664,22,10
704,31944,77,10
704,31270,191,0
704,61242,84,10
704,32438,25,0
704,61221,819,2
704,22514,52,0
704,12846,286,0
704,20317,12,100
704,33921,1936,1
704,59440,379,2
704,34415,33,0
704,32792,145,0
704,58736,26,0
704,58737,0,0
704,61222,0,0
704,69861,46,30
704,12939,17,0
704,13240,275,0
704,12940,22,0
704,22763,0,0
704,35549,26,30
704,21697,0,0
704,12807,98,28
704,12808,53,28
704,33206,128,0
704,21911,184,12
704,35063,34,30
704,11705,37,0
704,21608,55,70
704,31312,63,0
704,22594,53,30
704,13267,16,60
704,22088,196,53
704,13314,75,30
704,21822,2154,0
704,69158,84,0
704,11729,264,0
704,12842,73,23
704,12608,89,30
704,22022,17,0
704,22343,91,30
704,20455,29,3
704,35501,0,0
704,11807,19,0
704,11808,65,100
704,22021,58,180
704,67360,140,10
704,11317,1025,0
704,32327,174,60
704,33358,300,60
704,33817,0,0
704,13067,53,0
704,21687,49,0
704,22344,0,0
704,13068,103,100
704,59500,0,0
704,35356,176,0
704,22593,55,56
704,21643,113,23
704,59702,10,120
704,34999,76,35
704,60323,75,0
704,13279,0,0
704,30662,1516,0
704,13319,44,50
704,13316,29,100
704,13101,0,0
704,21877,0,0
704,66218,46,0
704,34266,112,14
704,34267,0,0
704,33468,216,30
704,60380,31,14
704,13318,69,100
704,41235,660,2
704,22158,43,30
704,12571,24,178
704,13000,31,45
704,34410,24,37
704,34411,35,37
704,12966,15,43
704,35070,0,0
704,21442,34,267
704,20830,226,75
704,55902,0,0
704,57116,195,2
704,57398,520,3
704,20262,0,0
704,30257,0,0
704,64528,0,0
704,20849,226,30
704,21386,0,0
704,22254,54,3
704,32041,206,0
704,30655,6,0
704,30654,12,140
704,57117,240,0
704,57120,240,0
704,21387,295,18
704,40968,296,0
704,21532,0,0
704,13227,533,0
704,60718,71,0
704,22941,7,0
704,32230,40,88
704,34523,22,101
704,22284,29,259
704,35139,12,0
704,33396,96,0
704,56238,38,27
704,21926,31,55
704,59821,25,711
704,22729,50,0
704,22815,14,30
704,44776,0,0
704,59907,28,143
704,59086,3,50
704,22943,29,0
704,12383,24,48
704,12472,38,60
704,12218,20,74
704,31389,71,0
704,33346,40,0
704,56383,17,100
704,22173,13,1900
704,22174,17,810
704,22453,32,128
704,56335,12,484
704,21696,36,55
704,21855,38,60
704,12364,29,7
704,22213,35,277
704,22214,24,1208
704,22552,21,30
704,33599,134,0
704,34232,30,30
704,68156,32,30
704,32855,41,20
704,12471,27,32
704,12473,38,85
704,32070,26,84
704,32546,26,30
704,34635,150,82
704,34637,150,27
704,32993,60,0
704,33094,61,0
704,56736,17,284
704,12367,34,0
704,21449,36,200
704,58751,26,29
704,58801,24,120
704,59000,17,164
704,61243,100,0
704,69126,11,87
704,69130,10,47
704,34690,31,56
704,12806,26,113
704,13271,392,2
704,12937,32,0
704,13139,518,1
704,12783,43,30
704,32802,128,0
704,33205,128,0
704,12979,18,30
704,22132,22,56
704,22159,37,56
